[Sample Setup]						
Well	Well Position	Sample Name	Target Name	Task	Reporter	Quencher
179	H11	0	RNaseP	UNKNOWN	CY5	none
179	H11	0	SARS	UNKNOWN	FAM	none
180	H12	0	IC	UNKNOWN	TAMRA	none
180	H12	0	RNaseP	UNKNOWN	CY5	none
180	H12	0	SARS	UNKNOWN	FAM	none
181	H13	0	IC	UNKNOWN	TAMRA	none
181	H13	0	RNaseP	UNKNOWN	CY5	none
181	H13	0	SARS	UNKNOWN	FAM	none
182	H14	0	IC	UNKNOWN	TAMRA	none
182	H14	0	RNaseP	UNKNOWN	CY5	none
182	H14	0	SARS	UNKNOWN	FAM	none
183	H15	0	IC	UNKNOWN	TAMRA	none
183	H15	0	RNaseP	UNKNOWN	CY5	none
183	H15	0	SARS	UNKNOWN	FAM	none
184	H16	0	IC	UNKNOWN	TAMRA	none
184	H16	0	RNaseP	UNKNOWN	CY5	none
184	H16	0	SARS	UNKNOWN	FAM	none
185	H17	0	IC	UNKNOWN	TAMRA	none
185	H17	0	RNaseP	UNKNOWN	CY5	none
185	H17	0	SARS	UNKNOWN	FAM	none
186	H18	0	IC	UNKNOWN	TAMRA	none
186	H18	0	RNaseP	UNKNOWN	CY5	none
186	H18	0	SARS	UNKNOWN	FAM	none
187	H19	0	IC	UNKNOWN	TAMRA	none
187	H19	0	RNaseP	UNKNOWN	CY5	none
187	H19	0	SARS	UNKNOWN	FAM	none
188	H20	0	IC	UNKNOWN	TAMRA	none
188	H20	0	RNaseP	UNKNOWN	CY5	none
188	H20	0	SARS	UNKNOWN	FAM	none
189	H21	0	IC	UNKNOWN	TAMRA	none
189	H21	0	RNaseP	UNKNOWN	CY5	none
189	H21	0	SARS	UNKNOWN	FAM	none
190	H22	0	IC	UNKNOWN	TAMRA	none
190	H22	0	RNaseP	UNKNOWN	CY5	none
190	H22	0	SARS	UNKNOWN	FAM	none
191	H23	0	IC	UNKNOWN	TAMRA	none
191	H23	0	RNaseP	UNKNOWN	CY5	none
191	H23	0	SARS	UNKNOWN	FAM	none
192	H24	0	IC	UNKNOWN	TAMRA	none
192	H24	0	RNaseP	UNKNOWN	CY5	none
192	H24	0	SARS	UNKNOWN	FAM	none
193	I1	0	IC	UNKNOWN	TAMRA	none
193	I1	0	RNaseP	UNKNOWN	CY5	none
193	I1	0	SARS	UNKNOWN	FAM	none
194	I2	0	IC	UNKNOWN	TAMRA	none
194	I2	0	RNaseP	UNKNOWN	CY5	none
194	I2	0	SARS	UNKNOWN	FAM	none
195	I3	0	IC	UNKNOWN	TAMRA	none
195	I3	0	RNaseP	UNKNOWN	CY5	none
195	I3	0	SARS	UNKNOWN	FAM	none
196	I4	0	IC	UNKNOWN	TAMRA	none
196	I4	0	RNaseP	UNKNOWN	CY5	none
196	I4	0	SARS	UNKNOWN	FAM	none
197	I5	0	IC	UNKNOWN	TAMRA	none
197	I5	0	RNaseP	UNKNOWN	CY5	none
197	I5	0	SARS	UNKNOWN	FAM	none
198	I6	0	IC	UNKNOWN	TAMRA	none
198	I6	0	RNaseP	UNKNOWN	CY5	none
198	I6	0	SARS	UNKNOWN	FAM	none
199	I7	0	IC	UNKNOWN	TAMRA	none
199	I7	0	RNaseP	UNKNOWN	CY5	none
199	I7	0	SARS	UNKNOWN	FAM	none
200	I8	0	IC	UNKNOWN	TAMRA	none
200	I8	0	RNaseP	UNKNOWN	CY5	none
200	I8	0	SARS	UNKNOWN	FAM	none
201	I9	0	IC	UNKNOWN	TAMRA	none
201	I9	0	RNaseP	UNKNOWN	CY5	none
201	I9	0	SARS	UNKNOWN	FAM	none
202	I10	0	IC	UNKNOWN	TAMRA	none
202	I10	0	RNaseP	UNKNOWN	CY5	none
202	I10	0	SARS	UNKNOWN	FAM	none
203	I11	0	IC	UNKNOWN	TAMRA	none
203	I11	0	RNaseP	UNKNOWN	CY5	none
203	I11	0	SARS	UNKNOWN	FAM	none
204	I12	0	IC	UNKNOWN	TAMRA	none
204	I12	0	RNaseP	UNKNOWN	CY5	none
204	I12	0	SARS	UNKNOWN	FAM	none
205	I13	0	IC	UNKNOWN	TAMRA	none
205	I13	0	RNaseP	UNKNOWN	CY5	none
205	I13	0	SARS	UNKNOWN	FAM	none
206	I14	0	IC	UNKNOWN	TAMRA	none
206	I14	0	RNaseP	UNKNOWN	CY5	none
206	I14	0	SARS	UNKNOWN	FAM	none
207	I15	0	IC	UNKNOWN	TAMRA	none
207	I15	0	RNaseP	UNKNOWN	CY5	none
207	I15	0	SARS	UNKNOWN	FAM	none
208	I16	0	IC	UNKNOWN	TAMRA	none
208	I16	0	RNaseP	UNKNOWN	CY5	none
208	I16	0	SARS	UNKNOWN	FAM	none
209	I17	0	IC	UNKNOWN	TAMRA	none
209	I17	0	RNaseP	UNKNOWN	CY5	none
209	I17	0	SARS	UNKNOWN	FAM	none
210	I18	0	IC	UNKNOWN	TAMRA	none
210	I18	0	RNaseP	UNKNOWN	CY5	none
210	I18	0	SARS	UNKNOWN	FAM	none
211	I19	0	IC	UNKNOWN	TAMRA	none
211	I19	0	RNaseP	UNKNOWN	CY5	none
211	I19	0	SARS	UNKNOWN	FAM	none
212	I20	0	IC	UNKNOWN	TAMRA	none
212	I20	0	RNaseP	UNKNOWN	CY5	none
212	I20	0	SARS	UNKNOWN	FAM	none
213	I21	0	IC	UNKNOWN	TAMRA	none
213	I21	0	RNaseP	UNKNOWN	CY5	none
213	I21	0	SARS	UNKNOWN	FAM	none
214	I22	0	IC	UNKNOWN	TAMRA	none
214	I22	0	RNaseP	UNKNOWN	CY5	none
214	I22	0	SARS	UNKNOWN	FAM	none
215	I23	0	IC	UNKNOWN	TAMRA	none
215	I23	0	RNaseP	UNKNOWN	CY5	none
215	I23	0	SARS	UNKNOWN	FAM	none
216	I24	0	IC	UNKNOWN	TAMRA	none
216	I24	0	RNaseP	UNKNOWN	CY5	none
216	I24	0	SARS	UNKNOWN	FAM	none
217	J1	0	IC	UNKNOWN	TAMRA	none
217	J1	0	RNaseP	UNKNOWN	CY5	none
217	J1	0	SARS	UNKNOWN	FAM	none
218	J2	0	IC	UNKNOWN	TAMRA	none
218	J2	0	RNaseP	UNKNOWN	CY5	none
218	J2	0	SARS	UNKNOWN	FAM	none
219	J3	0	IC	UNKNOWN	TAMRA	none
219	J3	0	RNaseP	UNKNOWN	CY5	none
219	J3	0	SARS	UNKNOWN	FAM	none
220	J4	0	IC	UNKNOWN	TAMRA	none
220	J4	0	RNaseP	UNKNOWN	CY5	none
220	J4	0	SARS	UNKNOWN	FAM	none
221	J5	0	IC	UNKNOWN	TAMRA	none
221	J5	0	RNaseP	UNKNOWN	CY5	none
221	J5	0	SARS	UNKNOWN	FAM	none
222	J6	0	IC	UNKNOWN	TAMRA	none
222	J6	0	RNaseP	UNKNOWN	CY5	none
222	J6	0	SARS	UNKNOWN	FAM	none
223	J7	0	IC	UNKNOWN	TAMRA	none
223	J7	0	RNaseP	UNKNOWN	CY5	none
223	J7	0	SARS	UNKNOWN	FAM	none
224	J8	0	IC	UNKNOWN	TAMRA	none
224	J8	0	RNaseP	UNKNOWN	CY5	none
224	J8	0	SARS	UNKNOWN	FAM	none
225	J9	0	IC	UNKNOWN	TAMRA	none
225	J9	0	RNaseP	UNKNOWN	CY5	none
225	J9	0	SARS	UNKNOWN	FAM	none
226	J10	0	IC	UNKNOWN	TAMRA	none
226	J10	0	RNaseP	UNKNOWN	CY5	none
226	J10	0	SARS	UNKNOWN	FAM	none
227	J11	0	IC	UNKNOWN	TAMRA	none
227	J11	0	RNaseP	UNKNOWN	CY5	none
227	J11	0	SARS	UNKNOWN	FAM	none
228	J12	0	IC	UNKNOWN	TAMRA	none
228	J12	0	RNaseP	UNKNOWN	CY5	none
228	J12	0	SARS	UNKNOWN	FAM	none
229	J13	0	IC	UNKNOWN	TAMRA	none
229	J13	0	RNaseP	UNKNOWN	CY5	none
229	J13	0	SARS	UNKNOWN	FAM	none
230	J14	0	IC	UNKNOWN	TAMRA	none
230	J14	0	RNaseP	UNKNOWN	CY5	none
230	J14	0	SARS	UNKNOWN	FAM	none
231	J15	0	IC	UNKNOWN	TAMRA	none
231	J15	0	RNaseP	UNKNOWN	CY5	none
231	J15	0	SARS	UNKNOWN	FAM	none
232	J16	0	IC	UNKNOWN	TAMRA	none
232	J16	0	RNaseP	UNKNOWN	CY5	none
232	J16	0	SARS	UNKNOWN	FAM	none
233	J17	0	IC	UNKNOWN	TAMRA	none
233	J17	0	RNaseP	UNKNOWN	CY5	none
233	J17	0	SARS	UNKNOWN	FAM	none
234	J18	0	IC	UNKNOWN	TAMRA	none
234	J18	0	RNaseP	UNKNOWN	CY5	none
234	J18	0	SARS	UNKNOWN	FAM	none
235	J19	0	IC	UNKNOWN	TAMRA	none
235	J19	0	RNaseP	UNKNOWN	CY5	none
235	J19	0	SARS	UNKNOWN	FAM	none
236	J20	0	IC	UNKNOWN	TAMRA	none
236	J20	0	RNaseP	UNKNOWN	CY5	none
236	J20	0	SARS	UNKNOWN	FAM	none
237	J21	0	IC	UNKNOWN	TAMRA	none
237	J21	0	RNaseP	UNKNOWN	CY5	none
237	J21	0	SARS	UNKNOWN	FAM	none
238	J22	0	IC	UNKNOWN	TAMRA	none
238	J22	0	RNaseP	UNKNOWN	CY5	none
238	J22	0	SARS	UNKNOWN	FAM	none
239	J23	0	IC	UNKNOWN	TAMRA	none
239	J23	0	RNaseP	UNKNOWN	CY5	none
239	J23	0	SARS	UNKNOWN	FAM	none
240	J24	0	IC	UNKNOWN	TAMRA	none
240	J24	0	RNaseP	UNKNOWN	CY5	none
240	J24	0	SARS	UNKNOWN	FAM	none
241	K1	0	IC	UNKNOWN	TAMRA	none
241	K1	0	RNaseP	UNKNOWN	CY5	none
241	K1	0	SARS	UNKNOWN	FAM	none
242	K2	0	IC	UNKNOWN	TAMRA	none
242	K2	0	RNaseP	UNKNOWN	CY5	none
242	K2	0	SARS	UNKNOWN	FAM	none
243	K3	0	IC	UNKNOWN	TAMRA	none
243	K3	0	RNaseP	UNKNOWN	CY5	none
243	K3	0	SARS	UNKNOWN	FAM	none
244	K4	0	IC	UNKNOWN	TAMRA	none
244	K4	0	RNaseP	UNKNOWN	CY5	none
244	K4	0	SARS	UNKNOWN	FAM	none
245	K5	0	IC	UNKNOWN	TAMRA	none
245	K5	0	RNaseP	UNKNOWN	CY5	none
245	K5	0	SARS	UNKNOWN	FAM	none
246	K6	0	IC	UNKNOWN	TAMRA	none
246	K6	0	RNaseP	UNKNOWN	CY5	none
246	K6	0	SARS	UNKNOWN	FAM	none
247	K7	0	IC	UNKNOWN	TAMRA	none
247	K7	0	RNaseP	UNKNOWN	CY5	none
247	K7	0	SARS	UNKNOWN	FAM	none
248	K8	0	IC	UNKNOWN	TAMRA	none
248	K8	0	RNaseP	UNKNOWN	CY5	none
248	K8	0	SARS	UNKNOWN	FAM	none
249	K9	0	IC	UNKNOWN	TAMRA	none
249	K9	0	RNaseP	UNKNOWN	CY5	none
249	K9	0	SARS	UNKNOWN	FAM	none
250	K10	0	IC	UNKNOWN	TAMRA	none
250	K10	0	RNaseP	UNKNOWN	CY5	none
250	K10	0	SARS	UNKNOWN	FAM	none
251	K11	0	IC	UNKNOWN	TAMRA	none
251	K11	0	RNaseP	UNKNOWN	CY5	none
251	K11	0	SARS	UNKNOWN	FAM	none
252	K12	0	IC	UNKNOWN	TAMRA	none
252	K12	0	RNaseP	UNKNOWN	CY5	none
252	K12	0	SARS	UNKNOWN	FAM	none
253	K13	0	IC	UNKNOWN	TAMRA	none
253	K13	0	RNaseP	UNKNOWN	CY5	none
253	K13	0	SARS	UNKNOWN	FAM	none
254	K14	0	IC	UNKNOWN	TAMRA	none
254	K14	0	RNaseP	UNKNOWN	CY5	none
254	K14	0	SARS	UNKNOWN	FAM	none
255	K15	0	IC	UNKNOWN	TAMRA	none
255	K15	0	RNaseP	UNKNOWN	CY5	none
255	K15	0	SARS	UNKNOWN	FAM	none
256	K16	0	IC	UNKNOWN	TAMRA	none
256	K16	0	RNaseP	UNKNOWN	CY5	none
256	K16	0	SARS	UNKNOWN	FAM	none
257	K17	0	IC	UNKNOWN	TAMRA	none
257	K17	0	RNaseP	UNKNOWN	CY5	none
257	K17	0	SARS	UNKNOWN	FAM	none
258	K18	0	IC	UNKNOWN	TAMRA	none
258	K18	0	RNaseP	UNKNOWN	CY5	none
258	K18	0	SARS	UNKNOWN	FAM	none
259	K19	0	IC	UNKNOWN	TAMRA	none
259	K19	0	RNaseP	UNKNOWN	CY5	none
259	K19	0	SARS	UNKNOWN	FAM	none
260	K20	0	IC	UNKNOWN	TAMRA	none
260	K20	0	RNaseP	UNKNOWN	CY5	none
260	K20	0	SARS	UNKNOWN	FAM	none
261	K21	0	IC	UNKNOWN	TAMRA	none
261	K21	0	RNaseP	UNKNOWN	CY5	none
261	K21	0	SARS	UNKNOWN	FAM	none
262	K22	0	IC	UNKNOWN	TAMRA	none
262	K22	0	RNaseP	UNKNOWN	CY5	none
262	K22	0	SARS	UNKNOWN	FAM	none
263	K23	0	IC	UNKNOWN	TAMRA	none
263	K23	0	RNaseP	UNKNOWN	CY5	none
263	K23	0	SARS	UNKNOWN	FAM	none
264	K24	0	IC	UNKNOWN	TAMRA	none
264	K24	0	RNaseP	UNKNOWN	CY5	none
264	K24	0	SARS	UNKNOWN	FAM	none
265	L1	0	IC	UNKNOWN	TAMRA	none
265	L1	0	RNaseP	UNKNOWN	CY5	none
265	L1	0	SARS	UNKNOWN	FAM	none
266	L2	0	IC	UNKNOWN	TAMRA	none
266	L2	0	RNaseP	UNKNOWN	CY5	none
266	L2	0	SARS	UNKNOWN	FAM	none
267	L3	0	IC	UNKNOWN	TAMRA	none
267	L3	0	RNaseP	UNKNOWN	CY5	none
267	L3	0	SARS	UNKNOWN	FAM	none
268	L4	0	IC	UNKNOWN	TAMRA	none
268	L4	0	RNaseP	UNKNOWN	CY5	none
268	L4	0	SARS	UNKNOWN	FAM	none
269	L5	0	IC	UNKNOWN	TAMRA	none
269	L5	0	RNaseP	UNKNOWN	CY5	none
269	L5	0	SARS	UNKNOWN	FAM	none
270	L6	0	IC	UNKNOWN	TAMRA	none
270	L6	0	RNaseP	UNKNOWN	CY5	none
270	L6	0	SARS	UNKNOWN	FAM	none
271	L7	0	IC	UNKNOWN	TAMRA	none
271	L7	0	RNaseP	UNKNOWN	CY5	none
271	L7	0	SARS	UNKNOWN	FAM	none
272	L8	0	IC	UNKNOWN	TAMRA	none
272	L8	0	RNaseP	UNKNOWN	CY5	none
272	L8	0	SARS	UNKNOWN	FAM	none
273	L9	0	IC	UNKNOWN	TAMRA	none
273	L9	0	RNaseP	UNKNOWN	CY5	none
273	L9	0	SARS	UNKNOWN	FAM	none
274	L10	0	IC	UNKNOWN	TAMRA	none
274	L10	0	RNaseP	UNKNOWN	CY5	none
274	L10	0	SARS	UNKNOWN	FAM	none
275	L11	0	IC	UNKNOWN	TAMRA	none
275	L11	0	RNaseP	UNKNOWN	CY5	none
275	L11	0	SARS	UNKNOWN	FAM	none
276	L12	0	IC	UNKNOWN	TAMRA	none
276	L12	0	RNaseP	UNKNOWN	CY5	none
276	L12	0	SARS	UNKNOWN	FAM	none
277	L13	0	IC	UNKNOWN	TAMRA	none
277	L13	0	RNaseP	UNKNOWN	CY5	none
277	L13	0	SARS	UNKNOWN	FAM	none
278	L14	0	IC	UNKNOWN	TAMRA	none
278	L14	0	RNaseP	UNKNOWN	CY5	none
278	L14	0	SARS	UNKNOWN	FAM	none
279	L15	0	IC	UNKNOWN	TAMRA	none
279	L15	0	RNaseP	UNKNOWN	CY5	none
279	L15	0	SARS	UNKNOWN	FAM	none
280	L16	0	IC	UNKNOWN	TAMRA	none
280	L16	0	RNaseP	UNKNOWN	CY5	none
280	L16	0	SARS	UNKNOWN	FAM	none
281	L17	0	IC	UNKNOWN	TAMRA	none
281	L17	0	RNaseP	UNKNOWN	CY5	none
281	L17	0	SARS	UNKNOWN	FAM	none
282	L18	0	IC	UNKNOWN	TAMRA	none
282	L18	0	RNaseP	UNKNOWN	CY5	none
282	L18	0	SARS	UNKNOWN	FAM	none
283	L19	0	IC	UNKNOWN	TAMRA	none
283	L19	0	RNaseP	UNKNOWN	CY5	none
283	L19	0	SARS	UNKNOWN	FAM	none
284	L20	0	IC	UNKNOWN	TAMRA	none
284	L20	0	RNaseP	UNKNOWN	CY5	none
284	L20	0	SARS	UNKNOWN	FAM	none
285	L21	0	IC	UNKNOWN	TAMRA	none
285	L21	0	RNaseP	UNKNOWN	CY5	none
285	L21	0	SARS	UNKNOWN	FAM	none
286	L22	0	IC	UNKNOWN	TAMRA	none
286	L22	0	RNaseP	UNKNOWN	CY5	none
286	L22	0	SARS	UNKNOWN	FAM	none
287	L23	0	IC	UNKNOWN	TAMRA	none
287	L23	0	RNaseP	UNKNOWN	CY5	none
287	L23	0	SARS	UNKNOWN	FAM	none
288	L24	0	IC	UNKNOWN	TAMRA	none
288	L24	0	RNaseP	UNKNOWN	CY5	none
288	L24	0	SARS	UNKNOWN	FAM	none
289	M1	0	IC	UNKNOWN	TAMRA	none
289	M1	0	RNaseP	UNKNOWN	CY5	none
289	M1	0	SARS	UNKNOWN	FAM	none
290	M2	0	IC	UNKNOWN	TAMRA	none
290	M2	0	RNaseP	UNKNOWN	CY5	none
290	M2	0	SARS	UNKNOWN	FAM	none
291	M3	0	IC	UNKNOWN	TAMRA	none
291	M3	0	RNaseP	UNKNOWN	CY5	none
291	M3	0	SARS	UNKNOWN	FAM	none
292	M4	0	IC	UNKNOWN	TAMRA	none
292	M4	0	RNaseP	UNKNOWN	CY5	none
292	M4	0	SARS	UNKNOWN	FAM	none
293	M5	0	IC	UNKNOWN	TAMRA	none
293	M5	0	RNaseP	UNKNOWN	CY5	none
293	M5	0	SARS	UNKNOWN	FAM	none
294	M6	0	IC	UNKNOWN	TAMRA	none
294	M6	0	RNaseP	UNKNOWN	CY5	none
294	M6	0	SARS	UNKNOWN	FAM	none
295	M7	0	IC	UNKNOWN	TAMRA	none
295	M7	0	RNaseP	UNKNOWN	CY5	none
295	M7	0	SARS	UNKNOWN	FAM	none
296	M8	0	IC	UNKNOWN	TAMRA	none
296	M8	0	RNaseP	UNKNOWN	CY5	none
296	M8	0	SARS	UNKNOWN	FAM	none
297	M9	0	IC	UNKNOWN	TAMRA	none
297	M9	0	RNaseP	UNKNOWN	CY5	none
297	M9	0	SARS	UNKNOWN	FAM	none
298	M10	0	IC	UNKNOWN	TAMRA	none
298	M10	0	RNaseP	UNKNOWN	CY5	none
298	M10	0	SARS	UNKNOWN	FAM	none
299	M11	0	IC	UNKNOWN	TAMRA	none
299	M11	0	RNaseP	UNKNOWN	CY5	none
299	M11	0	SARS	UNKNOWN	FAM	none
300	M12	0	IC	UNKNOWN	TAMRA	none
300	M12	0	RNaseP	UNKNOWN	CY5	none
300	M12	0	SARS	UNKNOWN	FAM	none
301	M13	0	IC	UNKNOWN	TAMRA	none
301	M13	0	RNaseP	UNKNOWN	CY5	none
301	M13	0	SARS	UNKNOWN	FAM	none
302	M14	0	IC	UNKNOWN	TAMRA	none
302	M14	0	RNaseP	UNKNOWN	CY5	none
302	M14	0	SARS	UNKNOWN	FAM	none
303	M15	0	IC	UNKNOWN	TAMRA	none
303	M15	0	RNaseP	UNKNOWN	CY5	none
303	M15	0	SARS	UNKNOWN	FAM	none
304	M16	0	IC	UNKNOWN	TAMRA	none
304	M16	0	RNaseP	UNKNOWN	CY5	none
304	M16	0	SARS	UNKNOWN	FAM	none
305	M17	0	IC	UNKNOWN	TAMRA	none
305	M17	0	RNaseP	UNKNOWN	CY5	none
305	M17	0	SARS	UNKNOWN	FAM	none
306	M18	0	IC	UNKNOWN	TAMRA	none
306	M18	0	RNaseP	UNKNOWN	CY5	none
306	M18	0	SARS	UNKNOWN	FAM	none
307	M19	0	IC	UNKNOWN	TAMRA	none
307	M19	0	RNaseP	UNKNOWN	CY5	none
307	M19	0	SARS	UNKNOWN	FAM	none
308	M20	0	IC	UNKNOWN	TAMRA	none
308	M20	0	RNaseP	UNKNOWN	CY5	none
308	M20	0	SARS	UNKNOWN	FAM	none
309	M21	0	IC	UNKNOWN	TAMRA	none
309	M21	0	RNaseP	UNKNOWN	CY5	none
309	M21	0	SARS	UNKNOWN	FAM	none
310	M22	0	IC	UNKNOWN	TAMRA	none
310	M22	0	RNaseP	UNKNOWN	CY5	none
310	M22	0	SARS	UNKNOWN	FAM	none
311	M23	0	IC	UNKNOWN	TAMRA	none
311	M23	0	RNaseP	UNKNOWN	CY5	none
311	M23	0	SARS	UNKNOWN	FAM	none
312	M24	0	IC	UNKNOWN	TAMRA	none
312	M24	0	RNaseP	UNKNOWN	CY5	none
312	M24	0	SARS	UNKNOWN	FAM	none
313	N1	0	IC	UNKNOWN	TAMRA	none
313	N1	0	RNaseP	UNKNOWN	CY5	none
313	N1	0	SARS	UNKNOWN	FAM	none
314	N2	0	IC	UNKNOWN	TAMRA	none
314	N2	0	RNaseP	UNKNOWN	CY5	none
314	N2	0	SARS	UNKNOWN	FAM	none
315	N3	0	IC	UNKNOWN	TAMRA	none
315	N3	0	RNaseP	UNKNOWN	CY5	none
315	N3	0	SARS	UNKNOWN	FAM	none
316	N4	0	IC	UNKNOWN	TAMRA	none
316	N4	0	RNaseP	UNKNOWN	CY5	none
316	N4	0	SARS	UNKNOWN	FAM	none
317	N5	0	IC	UNKNOWN	TAMRA	none
317	N5	0	RNaseP	UNKNOWN	CY5	none
317	N5	0	SARS	UNKNOWN	FAM	none
318	N6	0	IC	UNKNOWN	TAMRA	none
318	N6	0	RNaseP	UNKNOWN	CY5	none
318	N6	0	SARS	UNKNOWN	FAM	none
319	N7	0	IC	UNKNOWN	TAMRA	none
319	N7	0	RNaseP	UNKNOWN	CY5	none
319	N7	0	SARS	UNKNOWN	FAM	none
320	N8	0	IC	UNKNOWN	TAMRA	none
320	N8	0	RNaseP	UNKNOWN	CY5	none
320	N8	0	SARS	UNKNOWN	FAM	none
321	N9	0	IC	UNKNOWN	TAMRA	none
321	N9	0	RNaseP	UNKNOWN	CY5	none
321	N9	0	SARS	UNKNOWN	FAM	none
322	N10	0	IC	UNKNOWN	TAMRA	none
322	N10	0	RNaseP	UNKNOWN	CY5	none
322	N10	0	SARS	UNKNOWN	FAM	none
323	N11	0	IC	UNKNOWN	TAMRA	none
323	N11	0	RNaseP	UNKNOWN	CY5	none
323	N11	0	SARS	UNKNOWN	FAM	none
324	N12	0	IC	UNKNOWN	TAMRA	none
324	N12	0	RNaseP	UNKNOWN	CY5	none
324	N12	0	SARS	UNKNOWN	FAM	none
325	N13	0	IC	UNKNOWN	TAMRA	none
325	N13	0	RNaseP	UNKNOWN	CY5	none
325	N13	0	SARS	UNKNOWN	FAM	none
326	N14	0	IC	UNKNOWN	TAMRA	none
326	N14	0	RNaseP	UNKNOWN	CY5	none
326	N14	0	SARS	UNKNOWN	FAM	none
327	N15	0	IC	UNKNOWN	TAMRA	none
327	N15	0	RNaseP	UNKNOWN	CY5	none
327	N15	0	SARS	UNKNOWN	FAM	none
328	N16	0	IC	UNKNOWN	TAMRA	none
328	N16	0	RNaseP	UNKNOWN	CY5	none
328	N16	0	SARS	UNKNOWN	FAM	none
329	N17	0	IC	UNKNOWN	TAMRA	none
329	N17	0	RNaseP	UNKNOWN	CY5	none
329	N17	0	SARS	UNKNOWN	FAM	none
330	N18	0	IC	UNKNOWN	TAMRA	none
330	N18	0	RNaseP	UNKNOWN	CY5	none
330	N18	0	SARS	UNKNOWN	FAM	none
331	N19	0	IC	UNKNOWN	TAMRA	none
331	N19	0	RNaseP	UNKNOWN	CY5	none
331	N19	0	SARS	UNKNOWN	FAM	none
332	N20	0	IC	UNKNOWN	TAMRA	none
332	N20	0	RNaseP	UNKNOWN	CY5	none
332	N20	0	SARS	UNKNOWN	FAM	none
333	N21	0	IC	UNKNOWN	TAMRA	none
333	N21	0	RNaseP	UNKNOWN	CY5	none
333	N21	0	SARS	UNKNOWN	FAM	none
334	N22	0	IC	UNKNOWN	TAMRA	none
334	N22	0	RNaseP	UNKNOWN	CY5	none
334	N22	0	SARS	UNKNOWN	FAM	none
335	N23	0	IC	UNKNOWN	TAMRA	none
335	N23	0	RNaseP	UNKNOWN	CY5	none
335	N23	0	SARS	UNKNOWN	FAM	none
336	N24	0	IC	UNKNOWN	TAMRA	none
336	N24	0	RNaseP	UNKNOWN	CY5	none
336	N24	0	SARS	UNKNOWN	FAM	none
337	O1	0	IC	UNKNOWN	TAMRA	none
337	O1	0	RNaseP	UNKNOWN	CY5	none
337	O1	0	SARS	UNKNOWN	FAM	none
338	O2	0	IC	UNKNOWN	TAMRA	none
338	O2	0	RNaseP	UNKNOWN	CY5	none
338	O2	0	SARS	UNKNOWN	FAM	none
339	O3	0	IC	UNKNOWN	TAMRA	none
339	O3	0	RNaseP	UNKNOWN	CY5	none
339	O3	0	SARS	UNKNOWN	FAM	none
340	O4	0	IC	UNKNOWN	TAMRA	none
340	O4	0	RNaseP	UNKNOWN	CY5	none
340	O4	0	SARS	UNKNOWN	FAM	none
341	O5	0	IC	UNKNOWN	TAMRA	none
341	O5	0	RNaseP	UNKNOWN	CY5	none
341	O5	0	SARS	UNKNOWN	FAM	none
342	O6	0	IC	UNKNOWN	TAMRA	none
342	O6	0	RNaseP	UNKNOWN	CY5	none
342	O6	0	SARS	UNKNOWN	FAM	none
343	O7	0	IC	UNKNOWN	TAMRA	none
343	O7	0	RNaseP	UNKNOWN	CY5	none
343	O7	0	SARS	UNKNOWN	FAM	none
344	O8	0	IC	UNKNOWN	TAMRA	none
344	O8	0	RNaseP	UNKNOWN	CY5	none
344	O8	0	SARS	UNKNOWN	FAM	none
345	O9	0	IC	UNKNOWN	TAMRA	none
345	O9	0	RNaseP	UNKNOWN	CY5	none
345	O9	0	SARS	UNKNOWN	FAM	none
346	O10	0	IC	UNKNOWN	TAMRA	none
346	O10	0	RNaseP	UNKNOWN	CY5	none
346	O10	0	SARS	UNKNOWN	FAM	none
347	O11	0	IC	UNKNOWN	TAMRA	none
347	O11	0	RNaseP	UNKNOWN	CY5	none
347	O11	0	SARS	UNKNOWN	FAM	none
348	O12	0	IC	UNKNOWN	TAMRA	none
348	O12	0	RNaseP	UNKNOWN	CY5	none
348	O12	0	SARS	UNKNOWN	FAM	none
349	O13	0	IC	UNKNOWN	TAMRA	none
349	O13	0	RNaseP	UNKNOWN	CY5	none
349	O13	0	SARS	UNKNOWN	FAM	none
350	O14	0	IC	UNKNOWN	TAMRA	none
350	O14	0	RNaseP	UNKNOWN	CY5	none
350	O14	0	SARS	UNKNOWN	FAM	none
351	O15	0	IC	UNKNOWN	TAMRA	none
351	O15	0	RNaseP	UNKNOWN	CY5	none
351	O15	0	SARS	UNKNOWN	FAM	none
352	O16	0	IC	UNKNOWN	TAMRA	none
352	O16	0	RNaseP	UNKNOWN	CY5	none
352	O16	0	SARS	UNKNOWN	FAM	none
353	O17	0	IC	UNKNOWN	TAMRA	none
353	O17	0	RNaseP	UNKNOWN	CY5	none
353	O17	0	SARS	UNKNOWN	FAM	none
354	O18	0	IC	UNKNOWN	TAMRA	none
354	O18	0	RNaseP	UNKNOWN	CY5	none
354	O18	0	SARS	UNKNOWN	FAM	none
355	O19	0	IC	UNKNOWN	TAMRA	none
355	O19	0	RNaseP	UNKNOWN	CY5	none
355	O19	0	SARS	UNKNOWN	FAM	none
356	O20	0	IC	UNKNOWN	TAMRA	none
356	O20	0	RNaseP	UNKNOWN	CY5	none
356	O20	0	SARS	UNKNOWN	FAM	none
357	O21	0	IC	UNKNOWN	TAMRA	none
357	O21	0	RNaseP	UNKNOWN	CY5	none
357	O21	0	SARS	UNKNOWN	FAM	none
